time, velocities/v-north-fps,velocities/v-east-fps,velocities/v-down-fps,attitude/psi-deg,attitude/phi-deg,attitude/theta-deg,attitude/heading-true-rad,/orientation/heading-magnetic-deg,position/long-gc-deg,position/h-sl-meters,position/lat-gc-deg,velocities/phidot-rad_sec,velocities/thetadot-rad_sec,velocities/psidot-rad_sec,/environment/wind-from-heading-deg,/environment/wind-speed-kt,/velocities/groundspeed-kt,/sim/time/real/year,/sim/time/real/month,/sim/time/real/day,/sim/time/real/hour,/sim/time/real/minute,/sim/time/real/second,simulation/frame
0.756 ,640.9234 ,-904.1187 ,13.43551 ,305.4992 ,0.008158886 ,-1.043156 ,5.331967 ,306.6131 ,77.68379 ,3047.88  ,12.86905 ,-3.593511e-05 ,-0.03492117 ,0.0007221791 ,309.9201 ,19.68432 ,656.619  ,2023 ,12   ,13  ,  22 ,58   ,40   ,378
[0                            ,b        ,9f9       ,da58     ,f1ed     ,682f        ,35        ,8927     ,d41c     , 3       ,fe67     ,d41c     ,d5d1          ,0           ,0            ,0        , 0       ,0        ,0    ,0    ,0   ,   0 ,373d ,e861 ,9c3 ,0 ,926 ,bd6c ,0 ,0 ,ffa5 ,1]
[0                            ,ff       ,0         ,1084]
[0                            ,0        ,0         ,0        ,0        ,926         ,bd6c      ,373d     ,e861     , 0       ,0        ,0        ,0             ,0           ,0            ,0        , 1       ,d5d1     ,f8   ,dc62 ,9d0 ,2909 ,1    ,1    ,0   ,0 ,  0 ,0    ,0 ,0 ,0    ,0]
[a007                         ,1f       ,2f77      ,bd0b     ,fe       ,0           ,0         ,0        ,0        , 0       ,6e67     ,756      ,28            ,0           ,1            ,1520]

0.758 ,640.9236 ,-904.1183 ,13.509   ,305.4993 ,0.008154783 ,-1.047151 ,5.331968 ,306.6131 ,77.68378 ,3047.872 ,12.86905 ,-3.968535e-05 ,-0.03476888 ,0.0007057605 ,309.9201 ,19.68432 ,656.6189 ,2023 ,12   ,13  ,  22 ,58   ,40   ,379
[0                            ,b        ,9f9       ,da8c     ,f1ed     ,6898        ,35        ,d41e     ,d41c     , 3       ,fe66     ,d41c     ,d5d1          ,0           ,0            ,0        , 0       ,0        ,0    ,0    ,0   ,   0 ,373d ,e7ea ,9c3 ,0 ,926 ,bd6c ,0 ,0 ,ffa6 ,1]
[0                            ,ff       ,0         ,1084]
[0                            ,0        ,0         ,0        ,0        ,926         ,bd6c      ,373d     ,e7ea     , 0       ,0        ,0        ,0             ,0           ,0            ,0        , 1       ,d5d1     ,f8   ,dc62 ,9d0 ,2909 ,1    ,1    ,0   ,0 ,  0 ,0    ,0 ,0 ,0    ,0]
[a007                         ,1f       ,2f77      ,bd0b     ,100      ,0           ,0         ,0        ,0        , 0       ,6e67     ,756      ,28            ,0           ,1            ,1520]

